label,feature
SC,ウェブサイトの移行及び今後の更新作業に十分な容量のディスクを搭載すること。
SC,ハードディスクはRAID構成をとること。ウェブサイトの移行及び今後の更新作業に十分な容量のディスクを搭載すること。また増設可能なこと。
A,停電が発生した場合でも一定時間（72時間程度），動作を保証すること。
PO,"移行対象コンテンツの範囲としては、再構築対象コンテンツに指定されたコンテンツをすべて移行すること。ただし見積上は3,000ページ の移行を前提とすること。①作業内容 作業内容について提案書に明示すること。②作業分担 作業ごとに大崎市と受託者の作業分担を提案書に明示すること。"
PO,再構築対象外コンテンツに指定されたコンテンツは移行対象外とする。 また以下のコンテンツも移行対象外とする。・トップページのように新規に構築するコンテンツ・カテゴリページやサイトマップのようにCMSで自動的に生成されるコンテンツ
PO,システムの切替作業について提案書に明示すること。ただし，切替に必要なDNSの設定変更は，本委 託業務対象外とするが，その経費については，本業務の受託業者が負担するものとする。①作業内容 作業内容について提案書に明示すること。②作業分担 作業ごとに受託者の作業分担を提案書に明示すること。
A,適用徴収システムの稼働率は100％とすること。稼働時間は、 職員の利用時間に基づき算出すること。稼働時間には、夜間のバッチ処理等の時間は含めないものとする。加えて、一部機能の利用停止時間は、システム全体の停止時間には含めないものとする。
A,RSシステム適用徴収システムの稼働率は100％とすること。稼働時間は、 職員の利用時間に基づき算出すること。稼働時間には、夜間のバッチ処理等の時間は含めないものとする。加えて、一部機能の利用停止時間は、システム全体の停止時間には含めないものとする。
A,電子申請機能の稼働率は100％ とすること。稼働率の算出において、計画停止による期間は除くものとする。
A,事業場公開機能の稼働率は100％ とすること。稼働率の算出において、計画停止による期間は除くものとする。
A,可用性に係る対策として、障害発生時にシステム全体が停止しないよう、運用設計書等において定められた対処策について予め十分に習熟し、必要なシステム操作が実施されること。
A,適用徴収システムのアプリケーション障害時の復旧時間目標は、 3時間以内とする。
A,適用徴収システムのサーバ事業者導入機器に対する、ハードウェア障害時の復旧時間は、一次切分け後、4時間以内とする。
A,適用徴収システムの事業者導入機器である端末に対する、ハードウェア障害時の復旧時間は、一次切分け後、8時間以内とする。
A,プリンタ等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、翌営業日の保守時間内とする。
A,OCR関連サーバ機器等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、4時間以内とする。
A,OCR装置等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、8時間以内とする。
A,バックアップ機器除く事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、6時間以内とする。
A,バックアップ機器等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、12時間以内とする。
FT,適用徴収システム緊急時対応計画に従い、災害発生時の対応体制及び対応内容を予め定め、運用計画書に記載すること。災害発生時には、予め定めた体制にて対応すること。不測の事態が発生した場合には、厚生労働省と対応策を検討し、対策を講じること。
MN,ＡＰ保守は、RSシステムサーバ及び文書管理用クライアント端末のログファイルを各々のローカルディスクで管理し、ディスク容量圧迫時等にDVDに保管する。
MN,ＨＷ/ＳＷ/ＮＷ保守は、システム運用・保守統括者からの対応指示に従い、対応処理（ネットワーク遮断等）を実施する。システム運用・保守統括者は、対応処理の管理及びシステム管理部門への対応結果報告を実施する。ＡＰ保守は、対応処理を支援し、サーバ切替等発生した場合には動作確認を実施する。
MN,ＡＰ保守は、作業指示書を基に、投入データを作成する。 システム運用・保守統括者は、投入データ作成作業を管理する。
MN,ＡＰ保守は、データベースの断片化監視を行い、必要に応じて再編成を実施する。システム運用・保守統括者は、データベースの断片化監視、再編成の作業を管理する。
MN,ＡＰ保守、ＨＷ/ＳＷ/ＮＷ保守は、サービス等に関するインシデントが発生した場合、システム運用・保守統括者へ報告する。システム運用・保守統括者は、インシデント内容をシステム管理部門へ報告する。
MN,ヘルプデスクは、システム管理部門から承認されたインシデント情報を取りまとめの上、管理する。システム運用・保守統括者は、インシデント対応状況を管理する。
MN,AP保守は、法令改正等を契機として手続情報・申請書様式情報を新たに作成又は更新し、e-Govに公開する。運用オペレータは、手続一括登録ファイルを媒体（CD又は DVD）に書き込む。
MN,運用オペレータは、法令改正等を契機として不要となった手続情報を削除し、e-Govに公開する。ＡＰ保守は、テスト・検証環境での動作確認を実施する。 運用オペレータは、手続一括登録ファイルを媒体（CD又は DVD）に書き込む。
MN,ＡＰ保守は、ＭＰＮ国庫金接続試験に係る試験データ作成、試験環境構築及び試験対応を実施する。
MN,ＡＰ保守は、電子申請仕様変更環境及び保守環境について、改修を行った電子申請様式の登録作業等を実施する。また、テスト・検証環境での動作確認を実施する。
MN,ＡＰ保守は、電子申請機能の停止をe-Ｇov運用センター宛に依頼するための申請用CSVファイルを作成する。また、テスト・検証環境での動作確認を実施する。
MN,システム運用・保守統括者は、セキュリティ監査で問題が発生した場合、緊急対応が必要か否かを判断する。
MN,システム運用・保守統括者は、セキュリティチェック項目の適正を判断する。ＨＷ/ＳＷ/ＮＷ保守は、セキュリティチェック項目の適正判断を支援する。
MN,AP保守は、RS-B・キー変更情報データの削除に係る更新及び確認用のSQL文を作成し、RSシステム検証サーバにて検証する。その後、該当する労働局のRSシステムサーバにてデータ更新作業を実施する。更新後、動作確認を実施する。
MN,AP保守は、RS-B・文書種類マスタデータの削除に係る更新及び確認用のSQL文を作成し、RSシステム検証サーバにて検証する。その後、該当する労働局のRSシステムサーバにてデータ更新作業を実施する。更新後、動作確認を実施する。
MN,AP保守は、都道府県労働局職員が行うRS-J・総コンデータ等事務組合連携データ取込みについて、エラーデータ発生時等に該当する労働局のRSシステムサーバにてデータ調査、対応方法を回答する。
MN,AP保守は、RS-J・雇用保険料率、労災保険料率、一般拠出金料率をRSシステムサーバに追加登録する。
MN,AP保守は、RS-J・延滞金率をRSシステムサーバに追加登録する。
MN,AP保守は、RS-J・報奨金定額、報奨金定率をRSシステムサーバに追加登録する。
MN,AP保守は、RS-J・法定納期や督促期限日等のイベント日の情報をRSシステムサーバに追加登録する。
MN,AP保守は、RSシステムサーバの産業分類情報を一括変更する。
MN,AP保守は、RSシステムサーバに接続し、RS-C・RS-B・RS- Jごとの年度切替え状況を監視する。
MN,AP保守は、労働保険適用徴収システムにおける重要イベントに向け、事前にテスト・検証環境でリハーサルを行い、対象アプリケーションに問題がないことを確認する。
MN,AP保守は、事業場環境、テスト・検証環境及び本番環境 サーバについて、システムユーザのパスワードが期限切れとなる前に、パスワード変更作業を実施する。
MN,AP保守は、MPN国庫金接続試験に係る試験データ作成、試験環境構築及び試験対応を実施する。
MN,AP保守は、電子申請仕様変更環境及び保守環境について、改修を行った電子申請様式の登録作業等を実施する。また、テスト・検証環境での動作確認を実施する。
MN,AP保守は、電子申請機能の停止をe-Gov運用センター宛に依頼するための申請用CSVファイルを作成する。また、テスト・検証環境での動作確認を実施する。
MN,AP保守は、他事業者が修正した資材(開発業者が瑕疵対応した資材や改修対応事業者が修正した資材)について、本番環境リリース前にテスト・検証環境にて取込テストを実施する。
MN,AP保守は、他システムの改修、更改及び定期的な動作確認試験等に伴い、アプリケーションを含む動作確認を実施する。また、関連事業者で対応が必要な事項について、関連事業者に協力依頼等の調整を実施する。
MN,AP保守は、口座引落日通知票PDF、及び口座引落日通知ハガキ印書データに出力される可変文言を変更する。
MN,運用オペレータは、法務省登記事務システムからの法務省登記データを基に、法務省適用事業情報をシステムに登録する。
MN,運用オペレータは、法務省府県コード情報をマスタメンテナンス機能により登録する。AP保守は、テスト・検証環境での動作確認を実施する。
MN,運用オペレータは、労災行政情報管理システムからの改定確定保険料決定通知書データを基に、改定確定保険料決定通知書情報をシステムに登録する。
MN,運用オペレータは、総務省に提供する総務省統計局統計調査部用適用更新（全件）データの媒体（DVD）を作成する。
FT,本システムは、サーバで発生する障害に対して、要求されたサービスを維持するため、複数の筐体を用意し、機器の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、内臓ディスク、電源、ファン等のサーバを構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、ミラー化、二重化を行い、コンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、端末で発生する障害に対して、要求されたサービスを維持するため、予備の端末を用意する等の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、端末を構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、RAID化を行う等等のコンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、ルータやスイッチ等のネットワーク機器で発生する障害に対して、要求されたサービスを維持するため、冗長化したサーバを収容するスイッチを用意する等の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、電源、CPU、FAN等のネットワーク機器を構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、コンポーネントを冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、ネットワークで発生する障害に対して、要求されたサービスを維持するため、LANケーブル等、ネットワークを構成する伝送路を物理的に複数用意し、一方の伝送路で障害が発生しても他方での通信が可能な状態にする等の、回線の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、ネットワークの経路で発生する障害に対して、要求されたサービスを維持するため、ネットワーク内でデータを送受信する対象間で、データの流れる順序、例えば、経由するルータの順序、を複数設定することで、ある区間で障害が発生しても、他の経路で迂回し通信を可能な状態にする等の、経路の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、ネットワークで発生する障害に対して、要求されたサービスを維持するため、監視、バックアップ、オンライン、バッチ等の用途に応じてセグメントの分割を行う。セグメントの分割方法については、別紙に示す。
FT,本システムは、NAS、iSCSI対応の装置を含むディスクアレイなどの外部記憶装置等のストレージで発生する障害に対して、要求されたサービスを維持するため、機器の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、CPUや電源、FAN、インターフェース等のストレージを構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、コンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、ディスクで発生する障害に対して、要求されたサービスを維持するため、単一冗長、多重冗長によるディスクの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、オフラインバックアップまたはオンラインバック等のバックアップ方式を定め、データのバックアップを行う。バックアップ方式については、別紙に示す。
FT,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、データ復旧範囲をあらかじめ定めるものとする。業務継続性の要求に基づき、具体的なデータの復旧範囲については、別紙に示す。
FT,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、エラー検出、再試行、訂正等のデータインテグリティを維持する仕組みを実装する。
SC,本サービスを用いることで、拡張性と冗長性に対応する。需要の変動やユーザの増加にも対応し、長時間のサービス停止リスクを軽減する。設計面では、ネットワークの負荷分散、アプリケーションサーバのプール、およびデータベースのクラスタ化を行う。
SC,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。利用者の増加やアクセスの増加に対して、サーバやディスクの増強及び負荷分散等が容易に対応可能な拡張性と柔軟性を確保すること。
SC, 将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。計算処理や帳票出力等、プログラムを機能範囲ごとに部品化することにより、法改正等に伴うシステム改修範囲及びテスト範囲を極小化すること。
SC,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。本システムは、機能間の連携内容の変更等に柔軟に対応すること。
SC,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、本システムは、システム上で管理するマスタデータについて、その整合性・完全性を継続的に保つための仕組み及びプロセスを提案すること。
SC,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、機能拡張の仕組み・プロセスを活用したマスタデータメンテナンス手法を構築し、システム稼働後のデータの整合性・完全性を担保すること。
PO,オペレーティングシステム、ミドルウェアの機能改善、脆弱性対策等の保守サポートが継続的に受けられるよう、オペレーティングシステム、ミドルウェアの保守サポート期間を踏まえた、計画的なバージョンアップが行えるシステムとすること。
PO,脆弱性対策がなされたオペレーティングシステム、ミドルウェア上でアプリケーションプログラムが正常に動作するシステムとすること。また、既知の脆弱性に対して直ちに修正が提供されない場合でも、侵入されるリスクを暫定的な対応で最小化し、修正が提供された際に随時対応がなされる構成とすること。
PO, 設計・開発期間に提供されたソフトウェアのバージョンアップ等のうち、次期リリースに向けた取り込みが必要なものについては、テスト工程等において、それを取り込んだ上での動作確認を実施すること。
FT,災害等で本システムが被災し、システムの停止等が発生した場合は、運用継続計画に基づいた対応を行うこと。
FT,災害等によるデータの消失等に備えた業務データやシステムデータのバックアップの取得、及び取得したバックアップデータの遠隔地保管等の対策について検討を行い、その結果の承認を得ること。
L,平成28年夏頃改正の特定化学物質障害予防規則（以下「特化則」という。）により、特化則様式第３号（特定化学物質健康診断結果報告書）を改正し、特定化学物質業務が最大４物質程度追加されることから、システムの所要の変更を行う。（平成28年12月施行予定。）
L,平成28年夏頃改正の特定化学物質障害予防規則（以下「特化則」という。）により特化則様式第３号（特定化学物質健康診断結果報告書）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,平成28年夏頃改正の有機溶剤中毒予防規則により、有機則様式第３号（有機溶剤等健康診断結果報告書）健康診断項目について、システムの所要の変更を行う。（平成29年4月施行予定。）
L,平成28年夏頃改正の鉛中毒予防規則（以下「鉛則」という。）により、鉛則様式第３号（鉛健康診断結果報告書）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,平成28年夏頃改正の四アルキル鉛中毒予防規則（以下「四鉛則」という。）により、四鉛則様式第３号（第24条関係）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,平成28年４月施行予定の改正労基法により追加される条文等について、対応を行う。
L,平成28年４月施行予定の改正労基法により追加される条文等に基づき、報告例規監405について、追加予定の条文等のうち、10項目程度（Ｐ）について集計欄を追加し、入力後集計可能とする（集計方法については、局での署分集計、本省での局分集計及び電子申請の自動集計等従来と同様の取扱いとする）
L,平成28年４月施行予定の改正労基法により追加される条文等に基づき、違反条項入力タブにおいて、特定の法条項（労基法第32条、40条等。条文数は20条項程度（P））を選択した場合、「36協定届出無し」、「実際の延長時間数」等の入力欄又はチェックボックスが立ち上がり、そこに入力した情報を登録・管理できる機能を設ける。
L,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報入力画面に、｢支払われた割増賃金額｣、｢対象労働者数｣等の入力項目を設けることにより、監督指導により賃金不払残業が是正された事案について、当該｢支払われた割増賃金額｣欄に記入した金額を検索出来る機能を設ける。（自由統計等により、当該事案に該当する事業場数、対象労働者数、賃金総額等を集計可能とする。）
L,"平成28年４月施行予定の改正労基法により追加される条文等に基づき、「支払われた割増賃金額」欄に入力された金額が1,000万円以上の場合は①自動的に進達文書が立ち上がり、労働局総務部担当者へ通知される、又は②自動的に進達文書が立ち上がり、ワード等文書として担当者が保管できるようにする機能を設ける。"
L,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報入力画面に、「企業名公表関係」の枠を設け、その中に「基準該当」「企業規模以外は基準該当」の各チェックボックスを設け、監督結果等情報検索、自由統計等検索、事業場リスト検索において検索を可能とする。
L,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報における登録可能な指導事項の内容について見直し、指導事項の項目を30項目程度に改修する。指導事項の改修に伴い、定型統計等が取得可能になるよう改修を行う。（改修年の年末をもって、監督年月日が当該日以前の場合と以降の場合において、表示画面を切り替える。）
SC,システムの拡張は、夜間、あるいは休日等のサービス停止可能な時間帯を利用して、短時間で対応が可能となるよう、保守性に十分配慮した設計とすること。
SC,ハードウェアリソースの拡張性については、「表4.6-1 ハードウェア拡張性等要件」に示す使用率及び拡張性を目安にするものとする。CPU 処理能力の拡張性については、初期導入時の1.5 倍以上4 倍以下とすること。
SC,ハードウェアリソースの拡張性については、「表4.6-1 ハードウェア拡張性等要件」に示す使用率及び拡張性を目安にするものとする。メモリ容量の拡張性については、初期導入時の1.5 倍以上16 倍以下とすること。
PO,OS、ミドルウェア等のソフトウェアパッケージのバージョンアップに対して、影響範囲が限定的で、小規模の改修で対応可能なシステムとすること。
PO,バージョンアップへの対応が技術的に困難である場合は、機構と協議し、その指示に従うこと。
L,オープンなシステム環境の整備を可能とするため、本システムを構成する製品は、ハードウェア等の構成要素は、ITU-T（国際電気通信連合）あるいはISO（国際標準化機構）等が規定、または、推奨する、各種国際標準に準拠していること。
L,オープンなシステム環境の整備を可能とするため、本システムを構成する製品は、装置の製造・データ処理に関しては、IEEE（米国電気電子技術者協会）等が規定、または推奨する、各種デファクトスタンダードに準拠していること。
PO,データ移行の全体像は、データ移行全体像に示す。主な移行対象データと移行元システムとの関係を、移行対象データ・移行元システム対応表に示す。
PO,統計・業務分析サブシステム、個人番号管理サブシテム（１次）、経過管理・電子決裁サブシステム及び外部接続システムとの間で、データモデル、データ配置、移行時期等の各種整合を図ること。
PO,外部接続システムと年金業務システム間で、文字コードが統一されていないため、認識できない文字を変換する必要がある。
PO, 本番移行は、稼働開始時期までに完了する必要がある。
PO,移行データについて、変換前／変換後の対応表に記載のないデータが発生する、又は移行元データが存在しないケースが発生するリスクを想定した上で、データ変換が全面的に実施不能とならないためのリスク対策を図ること。
PO,データ移行において、リスクが発現した場合は、速やかにその実態を明らかにするとともに、コンティンジェンシー計画を実施すること。
PO,データ移行において、 移行リハーサル及び本番移行に係る作業は、原則として平日以外で実施すること。ただし、移行シナリオ等の移行仕様、作業スペースのスケジュールの制約等により、平日に作業を実施する場合があることに留意すること。
PO,データ移行において、移行リハーサル及び本番移行工程においては、不測の事態に備えた支援体制等を組織化すること。
PO,データ移行において、本受託者は、機構及び関連業者と連携して移行作業を行う必要があることから、設計工程の段階から、ソフトウェア、ハードウェア等の設定内容や作業スケジュールについて調整を行うこと。
PO,データ移行において、移行作業中に障害が発生した場合には、速やかに原因を究明し影響範囲を特定するとともに、移行作業手順書等に従った切り戻し作業等の一次対応を行うこと。
PO,データ移行において、一次対応後は、機構に対して改善計画と合わせて作業結果を報告するとともに、その承認を得て、必要な障害対処作業を本受託者の負担と責任により実施すること。
PO,移行設計は、基本設計から受入テストまでの各工程における作業結果を踏まえながら段階的に詳細化を行うこと。
PO,移行判定基準は、サブシステム間結合テスト工程の完了までに基準とすべき項目をすべて洗い出すとともに、総合テスト、受入テスト、移行作業（移行リハーサル及び本番移行）ごとに達成すべき基準値を設定すること。
PO,移行対象データは、「移行対象エンティティ・データ項目一覧表」、「新旧エンティティ・データ項目対照表」に基づき、基本設計工程において、洗い出すとともに、移行の要否及び移行条件を検討、整理することとし、詳細設計工程において、確定すること。
PO,移行プログラムによる大量データの移行処理時に異常終了等が発生した場合の手戻りを最小限に止めることを目的として、ジョブの異常終了が発生した場合には、可能な限り異常終了箇所からの再開が可能な設計とすること。
PO,移行方式は、移行元システム毎のデータ特性、更新サイクルを踏まえて決定すること。現段階で想定する移行方式を「表4.13-2 移行方式一覧（案）」に示す。なお、表中において移行方式とは、稼働直前に一括してデータ移行を行う方式を一括移行、初回移行と差分移行により段階的にデータ移行を行う方式を差分移行として定義している。
PO,移行に係るテスト工程においては、個人情報を含むデータに対してマスキングを行うこと。移行元データを格納した電子媒体の授受は、直接手渡しするものとする。
PO,移行元データは、移行元システムから一般的なファイル形式にて抽出した上で提供される。当該移行元データのファイル形式を前提として、データ移行プログラムを設計すること。データ移行プログラムの開発に当たっては、効率的な開発を実現するために、可能な限り経常業務用に開発するプログラムを活用すること。
PO,適正なデータクレンジング処理を実現するために、想定外データを早期に把握し、その対応策をデータ移行設計（移行リハーサル開始前まで）に反映させることとし、正当性（テーブル定義に従っていること）、真正性（データ保有者の属性を正しく表現していること）の観点からデータ調査を実施すること。データ調査の対応手順を、「図4.13-2 データ調査に係る作業プロセス」及び「表4.13-4 データ調査に係る作業プロセス」に示す。データ調査環境の選定に係る要件について、「表4.13-5 データ調査環境の選定条件」に示す。
PO,データクレンジング方針は以下のとおりとする。正当性に違反するデータのうち、属性（型、桁、キー項目、Not Null）に違反するものはツールを用いて変換すること。正当性に違反するデータのうち、変換論理に違反するものはツールを用いて、又は手作業により変換すること。手作業による変換については証跡を残すこと。真正性に違反するデータは、原則として変換しないこと。
PO,移行リハーサル及び本番移行において発生した不良データに係る記録及び対応は、不良管理一覧表によりすべての証跡を管理すること。不良データに係る対応は、不良データに係る対応プロセスに示す手順により実施すること。
PO,移行データは、以下の通り保存すること。移行データは、瑕疵担保の検証に利用することを目的として、瑕疵担保期間を限度として保存すること。媒体により移行元システムから提供されたデータは、受領した媒体を保存すること。回線により移行元システムから提供されたデータは、稼働後の経常バックアップ処理時に媒体に出力して保存すること。保存環境は、バックアップファイルの保存環境を利用すること。
PO,システムはUnix系およびWindows系のOSで動作すること。
O,システムはコマンドプロンプトまたはシェルプロンプトに「pine」と入力することにより、起動するものとする。
O,システムはSMTPメールプロトコルを使用するものとする。
LF,システムは利用可能なメールの一覧を表示するためにテキストベースのインタフェースを使用すること。
US,システムは各画面および画面上の各項目について、要求に応じてヒントや解説を提供するヘルプシステムを備えていること。
O,ミーティングスケジューラは、Webからアクセスするものとする。
US,システムは、マネージャーやシェフが大量のマニュアルを読む必要がないような使いやすいシステムでなければならない。
US,システムは、マネージャーとシェフの両方が素早くアクセスできなければならない。
US,システムは直感的でシンプルな方法で関連するすべてのデータと関係性を表示しなければならない。
US,システムのメニューは、ユーザーが理解しやすいボタンで簡単に操作できること。
A,システムの電源を入れるたびに、システムの全ての機能が利用できなければならない。
L,システムが実行する計算は、ユーザーが設定した規範に従って行わなければならず、ユーザーによって明示的に変更されない限り、変更してはならない。
L,クライアントは、当社のソフトウェアを使用する前にEULAに同意する必要がある。
PE,システムによって生成されたすべてのウェブページは、40KBpsのモデム接続で10秒以内に完全にダウンロード可能であること。
PE,クエリーの回答は、ユーザーがクエリーを送信してから画面に表示されるまでに7秒以上かからないものとする。
PE,システムは、ユーザーがシステムに情報を送信した後4秒以内にユーザーへの確認メッセージを表示すること。
SE,金融情報または個人を特定できる情報を含むすべてのネットワークトランザクションは、暗号化されるものとする。
SE,利用者は、制限されたコンピューターシステムのアクセスポリシーに従ってログインするものとする。
SE,会社以外の場所からCOSを利用できるのは、会社のイントラネットへのホームアクセスを許可されたユーザーのみである。
A,プログラマーとアプリケーション開発者は、必要に応じてバグやシステム強化に対応するためにソースコードにアクセスすることができる。また、24時間365日のシステム稼働を維持するために、ネットワーク管理者とDBAのサポートも必要である。
SE,システムのセキュリティとアクセスレベルは、オンラインシステムで提供される。システムアクセスおよび機能権限には、さまざまなレベルがある。各学生のアクセスは、自分自身の登録記録に限定されている。権限を与えられたシステム管理者のみが、すべての学生の登録記録にアクセスすることができる。
O,アプリケーションの全てのデータ入力フォームは、Microsoft Excelのハードコピーと可能な限り一致させること。これらのフォームのハードコピーは、2回目の要件ヒアリングの際に設計チームに提供された。
US,95％のユーザーがユーザーマニュアルを読まなくてもアプリケーションを使用できること。
MN,iOSアプリケーションを変更することなく、Manage My IDウェブサイトでの変更を適用することができること。
A,アプリケーションは、インターネットに接続されている必要がある。
A,アプリケーションは、GPSデバイスに接続されている必要がある。
MN,アプリケーションは、容易に拡張できること。コードは新しい機能の実装に有利な方法で書く必要がある。
MN,アプリケーションの様々な機能をテストできるように、アプリケーションのテスト環境を構築する必要がある。
PO,アプリケーションは、iOSとAndroidでポータブルである必要がある。
LF,システムは、タブ表示（または同等の機能）を行い、一方のタブにキャンパスマップ、もう一方のタブに直近で発表された建物の情報を表示すること。
US,システムは、キャンパスマップタブからキャンパスマップをスクロールできるようにすること。
LF,キャンパスマップは、あらかじめ準備された音声と視覚的な手がかりによってどこのエリアが選択できるかの情報を提供する。
LF,キャンパスマップは、一時停止・再開ボタンを有すること。一時停止・再開ボタンにより、自動検索・アナウンス機能に邪魔されることなく、他の建物をスクロールして選択することが可能となる。
US,システムは起動画面へ戻る手段を提供すること。
LF,システムには、会社のカラーやロゴを使用すること。
FT,システムは、障害発生時（システムクラッシュや停電など）に以前の状態に復帰できること。
LF,システムは必要な場合は手動で注文を取りやすくするために、常時メニューを表示できるようにすること。
O,システムは、タブレットとサーバー間の定期的な30秒間のキープアライブメッセージを利用し、タブレットの動作状態を監視すること。
FT,システムは、適時のキープアライブメッセージの送信に失敗したタブレットを非運用時とみなし、割り当てられたウェイターをタブレットから切り離すものとする。
SE,タブレットログインに使用するウェイターパスワードは、ビット強度が64ビット以上でなければならない。
SE,タブレットログインに使用するウェイターパスワードは、3ヶ月ごとに変更しなければならない。
SE,ウェイターは、任意の時点で1つのタブレットにしかログインできないものとする。
SE,既に他のタブレットにログインしている状態で、2台目のタブレットにログインしようとしたウェイターは、拒否され、両方のタブレットを通じて通知されるものとする。
SE,ディスプレイは、ユーザがログインすることを必要としないものとする。
SE,Surfaceコンピュータは、ユーザがログインすることを必要としないものとする。
SE,タブレット端末は、ユーザ名とパスワードによるログインを必要とするものとする。
PO,システムは主要なブラウザで完全に機能すること。
PO,システムは何らかの形でモバイルユーザをサポートすることとなる。
PE,情報の表示にかかる応答時間は、画面に表示されるまで5秒を超えないこと。
FT,システムは大容量のデータ項目にも障害なく対応できること。
SE,システムはセキュリティで保護されたデータベースを使用する。
SE,権限のないユーザは何も変更を加えることなく、データを読むことだけができること。
FT,ABS は、想定内外のあらゆるエラーを、情報の損失や長時間のダウンタイムを防ぐ方法で処理すること。
SE,情報の送信は、情報を一切変更することなく、安全にサーバーに送信される必要がある。
LF,初めて使う人でも直感的に操作できること。
O,Fleaマーケットシステムは、実装言語が提供するAPIを使用して、WebサーバーやRDBMSソフトウェアと整合性を保つこと。
SE,Fleaマーケットでの全ての取引には、有効なユーザーIDとパスワードが必要である。
SE,インターネット上での安全なデータ転送は、ホストシステム管理者によって設定されるSSL暗号を使用して提供されること。
SE,トランザクションの開始された場所のIPアドレスが、ログに記録されること。
SE,ユーザーのパスワードは、暗号化されてデータベースに保存されること。
MN,コードとSRSの詳細な文書化により、Fleaマーケットのメンテナンスを容易にすること。
O,サーバーの接続時には、変更された部分のみが更新されなければならない。
O,システムはサーバー上の情報を変更・更新できなければならない。
SE,アプリケーションは、アプリケーションの終了時にはユーザーをログアウトさせなければならない。
SE,ユーザーがログインするには、ユーザー名とパスワードの正しい組み合わせが必要である。
LF,アプリケーションはログイン後、カルテの全データをドリルダウン表示できるようにすること。
SE,1時間以上操作をしない場合には自動的にログアウトしなければならない。
SE,データのフルバックアップが毎日生成されなければならない。
SE,各アカウントは、すべてのデータを安全に保管しなければならない。
O,システムは、ドーナッツを送る場所を保持すること。
A,ウェブサイトはユーザーが使いたいときにいつでも利用可能であること。
SE,システムは、顧客の機密情報を含むすべてのトランザクションにSSL(セキュア・ソケット・レイヤー)を使用すること。
SE,システムは、一定期間操作が行われないと、すべての顧客を自動的にログアウトさせる必要がある。
SE,システムは、ユーザーのパスワードを含むクッキーを顧客のコンピューターに残さない必要がある。
SE,システムのバックエンドサーバーは、認証された管理者のみがアクセスできるものとする。
SE,機密性の高いデータは、インターネットなどの安全でない接続で送信される前に暗号化される。
O,システムは冗長化されたコンピュータのすべてのデータベースを保存し、自動切り替えを行うストレージを提供すること。
FT,プログラム全体の信頼性は，個別のコンポーネントの信頼性に依存する．システムの信頼性の主柱は、継続的に維持され、最新の変更を反映するために更新されるデータベースのバックアップである。
PO,エンドユーザーは、WindowsでもLinuxでも、どのOSでもこのシステムを利用することができること。
LF,システムはロゴと現在の登録システムの基本デザインを表示すること。顧客にとって魅力的なシステムであること。画面上で無駄な色を点滅させるのではなく、ユーザーが快適にシステムを利用できるようなデザインと色でなければならない。また、環境に対する真摯な姿勢が感じられるデザインであること。
O,システムはデータベースやカタログから入ってくる情報をすべて管理できること。
PO,本製品はウェブベースであるため、ウェブアクセスが可能な環境であれば、どのような環境でも使用することができるものとする。
