label,feature
L,0.0,平成28年夏頃改正の特定化学物質障害予防規則（以下「特化則」という。）により、特化則様式第３号（特定化学物質健康診断結果報告書）を改正し、特定化学物質業務が最大４物質程度追加されることから、システムの所要の変更を行う。（平成28年12月施行予定。）
L,0.0,平成28年夏頃改正の特定化学物質障害予防規則（以下「特化則」という。）により特化則様式第３号（特定化学物質健康診断結果報告書）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,0.0,平成28年夏頃改正の有機溶剤中毒予防規則により、有機則様式第３号（有機溶剤等健康診断結果報告書）健康診断項目について、システムの所要の変更を行う。（平成29年4月施行予定。）
L,0.0,平成28年夏頃改正の鉛中毒予防規則（以下「鉛則」という。）により、鉛則様式第３号（鉛健康診断結果報告書）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,0.0,平成28年夏頃改正の四アルキル鉛中毒予防規則（以下「四鉛則」という。）により、四鉛則様式第３号（第24条関係）を改正し、システムの所要の変更を行う。（平成29年4月施行予定。）
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等について、対応を行う。
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、報告例規監405について、追加予定の条文等のうち、10項目程度（Ｐ）について集計欄を追加し、入力後集計可能とする（集計方法については、局での署分集計、本省での局分集計及び電子申請の自動集計等従来と同様の取扱いとする）
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、違反条項入力タブにおいて、特定の法条項（労基法第32条、40条等。条文数は20条項程度（P））を選択した場合、「36協定届出無し」、「実際の延長時間数」等の入力欄又はチェックボックスが立ち上がり、そこに入力した情報を登録・管理できる機能を設ける。
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報入力画面に、｢支払われた割増賃金額｣、｢対象労働者数｣等の入力項目を設けることにより、監督指導により賃金不払残業が是正された事案について、当該｢支払われた割増賃金額｣欄に記入した金額を検索出来る機能を設ける。（自由統計等により、当該事案に該当する事業場数、対象労働者数、賃金総額等を集計可能とする。）
L,0.0,"平成28年４月施行予定の改正労基法により追加される条文等に基づき、「支払われた割増賃金額」欄に入力された金額が1,000万円以上の場合は①自動的に進達文書が立ち上がり、労働局総務部担当者へ通知される、又は②自動的に進達文書が立ち上がり、ワード等文書として担当者が保管できるようにする機能を設ける。"
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報入力画面に、「企業名公表関係」の枠を設け、その中に「基準該当」「企業規模以外は基準該当」の各チェックボックスを設け、監督結果等情報検索、自由統計等検索、事業場リスト検索において検索を可能とする。
L,0.0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報における登録可能な指導事項の内容について見直し、指導事項の項目を30項目程度に改修する。指導事項の改修に伴い、定型統計等が取得可能になるよう改修を行う。（改修年の年末をもって、監督年月日が当該日以前の場合と以降の場合において、表示画面を切り替える。）
SC,0.0,システムの拡張は、夜間、あるいは休日等のサービス停止可能な時間帯を利用して、短時間で対応が可能となるよう、保守性に十分配慮した設計とすること。
SC,0.0,ハードウェアリソースの拡張性については、「表4.6-1 ハードウェア拡張性等要件」に示す使用率及び拡張性を目安にするものとする。CPU 処理能力の拡張性については、初期導入時の1.5 倍以上4 倍以下とすること。
SC,0.0,ハードウェアリソースの拡張性については、「表4.6-1 ハードウェア拡張性等要件」に示す使用率及び拡張性を目安にするものとする。メモリ容量の拡張性については、初期導入時の1.5 倍以上16 倍以下とすること。
PO,0.0,OS、ミドルウェア等のソフトウェアパッケージのバージョンアップに対して、影響範囲が限定的で、小規模の改修で対応可能なシステムとすること。
PO,0.0,バージョンアップへの対応が技術的に困難である場合は、機構と協議し、その指示に従うこと。
L,0.0,オープンなシステム環境の整備を可能とするため、本システムを構成する製品は、ハードウェア等の構成要素は、ITU-T（国際電気通信連合）あるいはISO（国際標準化機構）等が規定、または、推奨する、各種国際標準に準拠していること。
L,0.0,オープンなシステム環境の整備を可能とするため、本システムを構成する製品は、装置の製造・データ処理に関しては、IEEE（米国電気電子技術者協会）等が規定、または推奨する、各種デファクトスタンダードに準拠していること。
PO,0.0,データ移行の全体像は、データ移行全体像に示す。主な移行対象データと移行元システムとの関係を、移行対象データ・移行元システム対応表に示す。
PO,0.0,統計・業務分析サブシステム、個人番号管理サブシテム（１次）、経過管理・電子決裁サブシステム及び外部接続システムとの間で、データモデル、データ配置、移行時期等の各種整合を図ること。
PO,0.0,外部接続システムと年金業務システム間で、文字コードが統一されていないため、認識できない文字を変換する必要がある。
PO,0.0, 本番移行は、稼働開始時期までに完了する必要がある。
PO,0.0,移行データについて、変換前／変換後の対応表に記載のないデータが発生する、又は移行元データが存在しないケースが発生するリスクを想定した上で、データ変換が全面的に実施不能とならないためのリスク対策を図ること。
PO,0.0,データ移行において、リスクが発現した場合は、速やかにその実態を明らかにするとともに、コンティンジェンシー計画を実施すること。
PO,0.0,データ移行において、 移行リハーサル及び本番移行に係る作業は、原則として平日以外で実施すること。ただし、移行シナリオ等の移行仕様、作業スペースのスケジュールの制約等により、平日に作業を実施する場合があることに留意すること。
PO,0.0,データ移行において、移行リハーサル及び本番移行工程においては、不測の事態に備えた支援体制等を組織化すること。
PO,0.0,データ移行において、本受託者は、機構及び関連業者と連携して移行作業を行う必要があることから、設計工程の段階から、ソフトウェア、ハードウェア等の設定内容や作業スケジュールについて調整を行うこと。
PO,0.0,データ移行において、移行作業中に障害が発生した場合には、速やかに原因を究明し影響範囲を特定するとともに、移行作業手順書等に従った切り戻し作業等の一次対応を行うこと。
PO,0.0,データ移行において、一次対応後は、機構に対して改善計画と合わせて作業結果を報告するとともに、その承認を得て、必要な障害対処作業を本受託者の負担と責任により実施すること。
PO,0.0,移行設計は、基本設計から受入テストまでの各工程における作業結果を踏まえながら段階的に詳細化を行うこと。
PO,0.0,移行判定基準は、サブシステム間結合テスト工程の完了までに基準とすべき項目をすべて洗い出すとともに、総合テスト、受入テスト、移行作業（移行リハーサル及び本番移行）ごとに達成すべき基準値を設定すること。
PO,0.0,移行対象データは、「移行対象エンティティ・データ項目一覧表」、「新旧エンティティ・データ項目対照表」に基づき、基本設計工程において、洗い出すとともに、移行の要否及び移行条件を検討、整理することとし、詳細設計工程において、確定すること。
PO,0.0,移行プログラムによる大量データの移行処理時に異常終了等が発生した場合の手戻りを最小限に止めることを目的として、ジョブの異常終了が発生した場合には、可能な限り異常終了箇所からの再開が可能な設計とすること。
PO,0.0,移行方式は、移行元システム毎のデータ特性、更新サイクルを踏まえて決定すること。現段階で想定する移行方式を「表4.13-2 移行方式一覧（案）」に示す。なお、表中において移行方式とは、稼働直前に一括してデータ移行を行う方式を一括移行、初回移行と差分移行により段階的にデータ移行を行う方式を差分移行として定義している。
PO,0.0,移行に係るテスト工程においては、個人情報を含むデータに対してマスキングを行うこと。移行元データを格納した電子媒体の授受は、直接手渡しするものとする。
PO,0.0,移行元データは、移行元システムから一般的なファイル形式にて抽出した上で提供される。当該移行元データのファイル形式を前提として、データ移行プログラムを設計すること。データ移行プログラムの開発に当たっては、効率的な開発を実現するために、可能な限り経常業務用に開発するプログラムを活用すること。
PO,0.0,適正なデータクレンジング処理を実現するために、想定外データを早期に把握し、その対応策をデータ移行設計（移行リハーサル開始前まで）に反映させることとし、正当性（テーブル定義に従っていること）、真正性（データ保有者の属性を正しく表現していること）の観点からデータ調査を実施すること。データ調査の対応手順を、「図4.13-2 データ調査に係る作業プロセス」及び「表4.13-4 データ調査に係る作業プロセス」に示す。データ調査環境の選定に係る要件について、「表4.13-5 データ調査環境の選定条件」に示す。
PO,0.0,データクレンジング方針は以下のとおりとする。正当性に違反するデータのうち、属性（型、桁、キー項目、Not Null）に違反するものはツールを用いて変換すること。正当性に違反するデータのうち、変換論理に違反するものはツールを用いて、又は手作業により変換すること。手作業による変換については証跡を残すこと。真正性に違反するデータは、原則として変換しないこと。
PO,0.0,移行リハーサル及び本番移行において発生した不良データに係る記録及び対応は、不良管理一覧表によりすべての証跡を管理すること。不良データに係る対応は、不良データに係る対応プロセスに示す手順により実施すること。
PO,0.0,移行データは、以下の通り保存すること。移行データは、瑕疵担保の検証に利用することを目的として、瑕疵担保期間を限度として保存すること。媒体により移行元システムから提供されたデータは、受領した媒体を保存すること。回線により移行元システムから提供されたデータは、稼働後の経常バックアップ処理時に媒体に出力して保存すること。保存環境は、バックアップファイルの保存環境を利用すること。
PO,0.0,システムはUnix系およびWindows系のOSで動作すること。
O,nan,システムはコマンドプロンプトまたはシェルプロンプトに「pine」と入力することにより、起動するものとする。
O,nan,システムはSMTPメールプロトコルを使用するものとする。
LF,nan,システムは利用可能なメールの一覧を表示するためにテキストベースのインタフェースを使用すること。
US,nan,システムは各画面および画面上の各項目について、要求に応じてヒントや解説を提供するヘルプシステムを備えていること。
O,nan,ミーティングスケジューラは、Webからアクセスするものとする。
US,nan,システムは、マネージャーやシェフが大量のマニュアルを読む必要がないような使いやすいシステムでなければならない。
US,nan,システムは、マネージャーとシェフの両方が素早くアクセスできなければならない。
US,nan,システムは直感的でシンプルな方法で関連するすべてのデータと関係性を表示しなければならない。
US,nan,システムのメニューは、ユーザーが理解しやすいボタンで簡単に操作できること。
A,nan,システムの電源を入れるたびに、システムの全ての機能が利用できなければならない。
L,nan,システムが実行する計算は、ユーザーが設定した規範に従って行わなければならず、ユーザーによって明示的に変更されない限り、変更してはならない。
L,nan,クライアントは、当社のソフトウェアを使用する前にEULAに同意する必要がある。
PE,nan,システムによって生成されたすべてのウェブページは、40KBpsのモデム接続で10秒以内に完全にダウンロード可能であること。
PE,nan,クエリーの回答は、ユーザーがクエリーを送信してから画面に表示されるまでに7秒以上かからないものとする。
PE,nan,システムは、ユーザーがシステムに情報を送信した後4秒以内にユーザーへの確認メッセージを表示すること。
SE,nan,金融情報または個人を特定できる情報を含むすべてのネットワークトランザクションは、暗号化されるものとする。
SE,nan,利用者は、制限されたコンピューターシステムのアクセスポリシーに従ってログインするものとする。
SE,nan,会社以外の場所からCOSを利用できるのは、会社のイントラネットへのホームアクセスを許可されたユーザーのみである。
A,nan,プログラマーとアプリケーション開発者は、必要に応じてバグやシステム強化に対応するためにソースコードにアクセスすることができる。また、24時間365日のシステム稼働を維持するために、ネットワーク管理者とDBAのサポートも必要である。
SE,nan,システムのセキュリティとアクセスレベルは、オンラインシステムで提供される。システムアクセスおよび機能権限には、さまざまなレベルがある。各学生のアクセスは、自分自身の登録記録に限定されている。権限を与えられたシステム管理者のみが、すべての学生の登録記録にアクセスすることができる。
O,nan,アプリケーションの全てのデータ入力フォームは、Microsoft Excelのハードコピーと可能な限り一致させること。これらのフォームのハードコピーは、2回目の要件ヒアリングの際に設計チームに提供された。
US,nan,95％のユーザーがユーザーマニュアルを読まなくてもアプリケーションを使用できること。
MN,nan,iOSアプリケーションを変更することなく、Manage My IDウェブサイトでの変更を適用することができること。
A,nan,アプリケーションは、インターネットに接続されている必要がある。
A,nan,アプリケーションは、GPSデバイスに接続されている必要がある。
MN,nan,アプリケーションは、容易に拡張できること。コードは新しい機能の実装に有利な方法で書く必要がある。
MN,nan,アプリケーションの様々な機能をテストできるように、アプリケーションのテスト環境を構築する必要がある。
PO,nan,アプリケーションは、iOSとAndroidでポータブルである必要がある。
LF,nan,システムは、タブ表示（または同等の機能）を行い、一方のタブにキャンパスマップ、もう一方のタブに直近で発表された建物の情報を表示すること。
US,nan,システムは、キャンパスマップタブからキャンパスマップをスクロールできるようにすること。
LF,nan,キャンパスマップは、あらかじめ準備された音声と視覚的な手がかりによってどこのエリアが選択できるかの情報を提供する。
LF,nan,キャンパスマップは、一時停止・再開ボタンを有すること。一時停止・再開ボタンにより、自動検索・アナウンス機能に邪魔されることなく、他の建物をスクロールして選択することが可能となる。
US,nan,システムは起動画面へ戻る手段を提供すること。
LF,nan,システムには、会社のカラーやロゴを使用すること。
FT,nan,システムは、障害発生時（システムクラッシュや停電など）に以前の状態に復帰できること。
LF,nan,システムは必要な場合は手動で注文を取りやすくするために、常時メニューを表示できるようにすること。
O,nan,システムは、タブレットとサーバー間の定期的な30秒間のキープアライブメッセージを利用し、タブレットの動作状態を監視すること。
FT,nan,システムは、適時のキープアライブメッセージの送信に失敗したタブレットを非運用時とみなし、割り当てられたウェイターをタブレットから切り離すものとする。
SE,nan,タブレットログインに使用するウェイターパスワードは、ビット強度が64ビット以上でなければならない。
SE,nan,タブレットログインに使用するウェイターパスワードは、3ヶ月ごとに変更しなければならない。
SE,nan,ウェイターは、任意の時点で1つのタブレットにしかログインできないものとする。
SE,nan,既に他のタブレットにログインしている状態で、2台目のタブレットにログインしようとしたウェイターは、拒否され、両方のタブレットを通じて通知されるものとする。
SE,nan,ディスプレイは、ユーザがログインすることを必要としないものとする。
SE,nan,Surfaceコンピュータは、ユーザがログインすることを必要としないものとする。
SE,nan,タブレット端末は、ユーザ名とパスワードによるログインを必要とするものとする。
PO,nan,システムは主要なブラウザで完全に機能すること。
PO,nan,システムは何らかの形でモバイルユーザをサポートすることとなる。
PE,nan,情報の表示にかかる応答時間は、画面に表示されるまで5秒を超えないこと。
FT,nan,システムは大容量のデータ項目にも障害なく対応できること。
SE,nan,システムはセキュリティで保護されたデータベースを使用する。
SE,nan,権限のないユーザは何も変更を加えることなく、データを読むことだけができること。
FT,nan,ABS は、想定内外のあらゆるエラーを、情報の損失や長時間のダウンタイムを防ぐ方法で処理すること。
SE,nan,情報の送信は、情報を一切変更することなく、安全にサーバーに送信される必要がある。
LF,nan,初めて使う人でも直感的に操作できること。
O,nan,Fleaマーケットシステムは、実装言語が提供するAPIを使用して、WebサーバーやRDBMSソフトウェアと整合性を保つこと。
SE,nan,Fleaマーケットでの全ての取引には、有効なユーザーIDとパスワードが必要である。
SE,nan,インターネット上での安全なデータ転送は、ホストシステム管理者によって設定されるSSL暗号を使用して提供されること。
SE,nan,トランザクションの開始された場所のIPアドレスが、ログに記録されること。
SE,nan,ユーザーのパスワードは、暗号化されてデータベースに保存されること。
MN,nan,コードとSRSの詳細な文書化により、Fleaマーケットのメンテナンスを容易にすること。
O,nan,サーバーの接続時には、変更された部分のみが更新されなければならない。
O,nan,システムはサーバー上の情報を変更・更新できなければならない。
SE,nan,アプリケーションは、アプリケーションの終了時にはユーザーをログアウトさせなければならない。
SE,nan,ユーザーがログインするには、ユーザー名とパスワードの正しい組み合わせが必要である。
LF,nan,アプリケーションはログイン後、カルテの全データをドリルダウン表示できるようにすること。
SE,nan,1時間以上操作をしない場合には自動的にログアウトしなければならない。
SE,nan,データのフルバックアップが毎日生成されなければならない。
SE,nan,各アカウントは、すべてのデータを安全に保管しなければならない。
O,nan,システムは、ドーナッツを送る場所を保持すること。
A,nan,ウェブサイトはユーザーが使いたいときにいつでも利用可能であること。
SE,nan,システムは、顧客の機密情報を含むすべてのトランザクションにSSL(セキュア・ソケット・レイヤー)を使用すること。
SE,nan,システムは、一定期間操作が行われないと、すべての顧客を自動的にログアウトさせる必要がある。
SE,nan,システムは、ユーザーのパスワードを含むクッキーを顧客のコンピューターに残さない必要がある。
SE,nan,システムのバックエンドサーバーは、認証された管理者のみがアクセスできるものとする。
SE,nan,機密性の高いデータは、インターネットなどの安全でない接続で送信される前に暗号化される。
O,nan,システムは冗長化されたコンピュータのすべてのデータベースを保存し、自動切り替えを行うストレージを提供すること。
FT,nan,プログラム全体の信頼性は，個別のコンポーネントの信頼性に依存する．システムの信頼性の主柱は、継続的に維持され、最新の変更を反映するために更新されるデータベースのバックアップである。
PO,nan,エンドユーザーは、WindowsでもLinuxでも、どのOSでもこのシステムを利用することができること。
LF,nan,システムはロゴと現在の登録システムの基本デザインを表示すること。顧客にとって魅力的なシステムであること。画面上で無駄な色を点滅させるのではなく、ユーザーが快適にシステムを利用できるようなデザインと色でなければならない。また、環境に対する真摯な姿勢が感じられるデザインであること。
O,nan,システムはデータベースやカタログから入ってくる情報をすべて管理できること。
PO,nan,本製品はウェブベースであるため、ウェブアクセスが可能な環境であれば、どのような環境でも使用することができるものとする。
O,nan,システムをうまく運用するためには、登録システムが他のITサービスやポータルと統合されている必要がある。
US,nan,システムは受講登録のためだけに利用されるため、完全に自立している必要がある。
PO,nan,ウェブインターフェースは、様々な環境で主要なウェブブラウザから利用できるように、標準的な互換性を持つこと。
SE,nan,すべての人(関係者、ゲスト)がシステムとカタログにアクセスできること。すべての顧客は、自分のデータに安全かつプライベートにアクセスできなければならない。また、サービスマンはサービスマンは、システムのあらゆる部分にアクセスすることができる。これらのアクセスはすべて（「ゲストツアー」アクセスを除く）、IDとパスワードによる本人確認が必要である。
SE,nan,システムは、システムおよび/または人間からの不正の可能性を最小限に抑えるセキュリティシステムを開発するものとする。
FT,nan,運用インターフェースは、平均故障時間が7日以内であること。
A,nan,システムは、99.5％の時間で利用可能であること。
SE,nan,ソフトウェアシステムは、権限のないユーザーがシステムの一部にアクセスできないように、強固なセキュリティ機構を導入する必要がある。
SE,nan,各ユーザは、信頼されるか、または信頼されないかのいずれかでなければならない。
MN,nan,すべてのソースコードおよび開発関連文書は、バージョン管理システムで管理されるものとする。
MN,nan,すべてのソースコードは、使用する開発言語ごとに合意され、明確に定義された一連のコーディング標準規則を守るものとする。
PO,nan,ソフトウェアはいくつかの一般的なハードウェアプラットフォーム上で動作する必要があり、合理的なレベルのプラットフォーム独立性を満たすことが目標である。
PE,nan,高いパフォーマンスを発揮するために、高速なネットワークと高い接続性が必要である。
O,nan,利用可能なサーバーは信頼性を高くするとともに、スーパーマーケット内のネットワーク接続は、すべての業務とデータのスムーズな流れのために適切でなければならない。
SE,nan,本ソフトウェアのユーザーには、固有ログインIDとパスワードが提供され、SHA2アルゴリズムでハッシュ化されてデータベースに保存される。
A,nan,ソフトウェアはスーパーマーケットの開店時間から閉店時間まで利用可能であること。
FT,nan,多数のアイテムやユーザーを障害なく収容できること。
SE,nan,システムの利用が、人間の利用者に害を及ぼさないこと。
SE,nan,システムはセキュアなデータベースを使用する。
SE,nan,通常のユーザーは、情報を読むことはできても、個人情報やその他の情報以外のものを編集したり修正したりすることはできないものとする。
SE,nan,システムには様々なタイプのユーザーが存在し、各ユーザーにはアクセス制限があること。
SE,nan,顧客がサイトに入るには有効なログインIDを必要とすること。
PE,nan,システムは、合理的な短時間の応答時間が求められる。投票者はログインして、2-3秒で自分の要求に対する応答を得ることができなければならない。
SE,nan,クライアントとサーバー間のデータ通信は、SSL技術により暗号化されている必要がある。
SE,nan,生成または受理されたすべてのパスワードは、暗号化された形でデータベースに保存されなければならない。
SE,nan,不正利用を防ぐために、システムはランダムな単語を生成し、それを正しく入力するようユーザーに何度も要求する必要がある。
FT,nan,システムは、システムの異常をECAユーザーに警告する必要がある。
US,nan,システムはシンプルな操作性であること。
SE,nan,システムのすべてのユーザーは、何らかの固有な識別方法を用いてログインするものとする。
SE,nan,すべてのログインの試みは、安全な方法で行われるものとする。
O,nan,Microsoft Windows オペレーティングシステムと互換性があること。
PE,nan,ウェブアプリケーションは、必要なウェブおよびデータベーストランザクション時間に、認識可能なオーバーヘッド時間を5秒以上要さないこと。
SE,nan,システムは、HTTPS 通信を利用し、データの機密性を確保すること。
SE,nan,ユーザー認証と権限は、Microsoft Active Directroy Serverによって、システムの範囲外で定義される。
SE,nan,個人情報のセキュリティは、データベースサーバーがSDMSの範囲外で定義される。
SE,nan,ユーザーは、ログインページでの操作を除くすべての操作において、システムにログインする必要があるものとする。
PO,nan,システムはWindows Server 2003で動作すること。
PO,nan,システムはIIS6.0以上またはApache2.0以上と互換性があること。
LF,nan,システムはすべてのウェブページで統一されたルックアンドフィールを提供すること。
US,nan,システムは、商品カタログの商品ごとにデジタル画像を提供すること。
US,nan,システムは、アイコンやツールバーの利用を提供すること。
US,nan,システムは、ハンディキャップアクセスを提供すること。
US,nan,システムは、複数の言語に対応すること。
A,nan,システムは、T3アクセスについて99.9999%の可用性を保つインターネットサービスプロバイダとの契約を提供すること。
A,nan,本システムは、ネットワーク設備を通じてインターネット上に99.999%の可用性を提供できるインターネットサービスプロバイダーとの契約を提供するものとする。
O,nan,本製品はWebをベースとし、Webサーバーから実行されること。
PE,nan,性能は、クライアント／お客様のハードウェア・コンポーネントに依存するものする。
SE,nan,システムは、顧客の機密情報を含むすべての取引において、セキュアソケットを使用すること。
SE,nan,システムは、一定時間操作がない場合、すべての顧客を自動的にログアウトさせるものとする。
US,nan,システムは、すべての取引をお客様のウェブブラウザで確認するものとする。
SE,nan,システムは、ユーザーのパスワードを含むクッキーをお客様のコンピューターに残さないものとする。
SE,nan,システムは、お客様のコンピュータに、お客様の機密情報を含むクッキーを残さないこと。
SE,nan,顧客のウェブブラウザは、顧客のパスワードを決して表示しないものする。 入力された文字を表す特殊文字で常にエコーされること。
SE,nan,お客様のウェブブラウザは、データベースから取得したお客様のクレジットカード番号を決して表示しないものとする。 常にクレジットカード番号の下4桁のみを表示すること。
SE,nan,システムのバックエンドサーバーは、顧客のパスワードを絶対に表示しないものとする。 顧客のパスワードはリセットされることはあっても、決して表示されないこと。
SE,nan,システムのバックエンドデータベースは暗号化されていること。
SE,nan,システムは、ユーザーがEストアーシステムにログインする際に、ユーザーごとに1つのパスワードを使用すること。
SE,nan,システムはセキュア・ソケット・レイヤー（SSL）技術を使用し、オンラインでのすべての支払いおよびユーザーログインの安全性を確保するものとする。
PE,nan,DSLブロードバンド接続で、アプリケーションのどのページも読み込みに6秒以上かからないようにすること。
PE,nan,システムは、すべての人にサービスを提供するために、高負荷時にスロットルまたはスローダウンされることがある。スロットルとは、サーバーの負荷が高いときに特定の機能が利用できなくなる可能性があることを意味する。
PE,nan,アプリケーションは、パフォーマンスを低下させることなく、100人の同時使用ユーザーに対応できる必要がある。
SC,nan,システムは、ハードウェアを追加導入することで、（将来的に必要であれば）同時接続ユーザー数を500人まで拡張できること。
A,nan,MTBF（もしあれば）は、2ヶ月未満であってはならない。
SE,nan,顧客のクレジットカード情報などの機密保持のため、セキュアサーバーを必要とする。
US,nan,システムのユーザーインターフェースは、非常に使いやすいものでなければならない。
US,nan,本システムは、新規ユーザーがアカウント登録するのに120秒以上かからないようにすること。
US,nan,本システムは、登録ユーザーが注文するのに90秒以上かからないようにすること。
MN,nan,システムのメンテナンスは、マニュアルと数時間のトレーニングによって、他の人でもできるほど簡単でなければならない。
PO,nan,システムは、様々な動作環境に移植可能なシステムであること。
US,nan,ウェブサイト全体がユーザーフレンドリーで、簡単にナビゲートできること。要求仕様に基づき、特定のリンクに素早くアクセスできるサイトマップが提供されていなければならない。ユーザーは、サイトから必要なものを難なく見つけることができなければならない。ブランドイメージに沿ったWebサイトであり、Webページのレイアウトが全体的に統一されていること。 
PE,nan,システムは、セントラルデータベースに対して常に最大10000人の同時ユーザーをサポートし、ローカルサーバーに対しては常に最大5000人の同時ユーザーをサポートしなければならない。ウェブサイトのパフォーマンスは、巨大な負荷の場合に最良でなければならず、したがって、これを達成するために適切な負荷分散が行われなければならない。膨大な負荷がかかった場合でも、ユーザーが遅延することなく利用できるように、ミラーサーバーをいくつでも用意し利用可能であること。
SE,nan,ウェブサイトは、登録ユーザーに最高度のセキュリティを提供しなければならない。すべての取引は安全でなければならない。ウェブサイトとの間でやり取りされる機密情報が保護されていなければならない。個人情報の盗難やその他のセキュリティに関する問題が解決されていなければならない。ユーザーの機密情報が、参照するために第三者のウェブサイトに不正に送信されることを避けなければならない。利用者の同意に基づき、情報を処理しなければならない。登録されたユーザーに関するすべての情報は、セントラルデータベースに安全に保管されなければならない。
